thedate,comp_name,comp_code,open,low,high,lastDone,chg,chgPercent,vol,buy,sell
"28 Feb 2019","AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB)","AIRASIAC65","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB)","AIRASIAC67","0.100","0.085","0.100","0.085","-0.010","-10.53","16,587","0.085 / 424","0.090 / 883"
"08 Mar 2019","AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ)","AIRASIAC68","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 100"
"08 Mar 2019","AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ)","AIRASIAC69","0.035","0.035","0.040","0.035","0.005","16.67","48,886","0.030 / 300","0.000 / 0"
"08 Mar 2019","AIRASIAC70: CW AIRASIA GROUP BERHAD (AM)","AIRASIAC70","0.020","0.020","0.020","0.020","0.000","0.00","5,000","0.015 / 500","0.020 / 1,000"
"08 Mar 2019","AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB)","AIRASIAC71","0.080","0.080","0.090","0.085","-0.005","-5.56","14,563","0.080 / 3,645","0.085 / 1,177"
"08 Mar 2019","AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ)","AIRASIAC72","0.190","0.190","0.195","0.195","0.005","2.63","2,126","0.195 / 20","0.200 / 500"
"08 Mar 2019","AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB)","AIRASIAC73","0.215","0.215","0.220","0.220","0.010","4.76","3,838","0.000 / 0","0.000 / 0"
"08 Mar 2019","AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ)","AIRASIAC74","0.310","0.310","0.310","0.310","0.030","10.71","60","0.315 / 4","0.000 / 0"
"08 Mar 2019","AIRASIAC75: CW AIRASIA GROUP BERHAD (AM)","AIRASIAC75","0.140","0.140","0.140","0.140","0.000","0.00","1,444","0.000 / 0","0.000 / 0"
"08 Mar 2019","AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB)","AIRASIAC76","0.075","0.075","0.080","0.080","0.005","6.67","4,000","0.000 / 0","0.000 / 0"
"08 Mar 2019","AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ)","AIRASIAC77","0.080","0.080","0.090","0.085","0.005","6.25","139,424","0.080 / 33,000","0.090 / 1,300"
"08 Mar 2019","AIRASIAC78: CW AIRASIA GROUP BERHAD (KIBB)","AIRASIAC78","0.100","0.100","0.105","0.100","0.000","0.00","29,000","0.100 / 1,000","0.105 / 500"
"08 Mar 2019","MALAYSIA AIRPORTS HOLDINGS BHD","AIRPORT","7.800","7.680","7.860","7.750","-0.040","-0.51","35,468","7.720 / 11","7.750 / 15"
"08 Mar 2019","AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)","AIRPORT-C2","-","-","-","0.025","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM)","AIRPORT-C3","-","-","-","0.035","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB)","AIRPORT-C4","-","-","-","0.045","0.000","0.00","0","0.000 / 0","0.050 / 200"
"08 Mar 2019","AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ)","AIRPORT-C5","-","-","-","0.060","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)","AIRPORT-C6","-","-","-","0.160","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB)","AIRPORT-C7","-","-","-","0.095","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","AMALGAMATED INDUSTRIAL STEEL","AISB","0.260","0.260","0.295","0.260","0.000","0.00","35","0.255 / 300","0.270 / 20"
"08 Mar 2019","AJINOMOTO (M) BHD","AJI","18.680","18.600","18.680","18.600","-0.080","-0.43","21","18.580 / 1","18.600 / 36"
"08 Mar 2019","AJIYA BHD","AJIYA","0.530","0.525","0.530","0.525","-0.005","-0.94","296","0.535 / 200","0.540 / 300"
"08 Mar 2019","AJIYA BERHAD - WARRANTS 2016/2021","AJIYA-WA","-","-","-","0.095","0.000","0.00","0","0.090 / 1,041","0.100 / 450"
"08 Mar 2019","ALAM MARITIM RESOURCES BHD","ALAM","0.105","0.105","0.115","0.115","0.010","9.52","79,515","0.110 / 55,632","0.115 / 38,853"
"08 Mar 2019","AL-AQAR HEALTHCARE REIT","ALAQAR","-","-","-","1.350","0.000","0.00","0","1.350 / 169","1.380 / 100"
"08 Mar 2019","ALCOM GROUP BERHAD","ALCOM","0.520","0.520","0.520","0.520","-0.015","-2.80","176","0.525 / 25","0.540 / 50"
"08 Mar 2019","ALLIANZ MALAYSIA BHD","ALLIANZ","14.340","14.340","14.400","14.340","0.000","0.00","75","14.320 / 1","14.400 / 24"
"08 Mar 2019","ALLIANZ MALAYSIA BHD-ICPS","ALLIANZ-PA","-","-","-","14.300","0.000","0.00","0","14.000 / 100","0.000 / 0"
"08 Mar 2019","AL-SALAM REAL ESTATE INVESTMENT TRUST","ALSREIT","0.825","0.825","0.830","0.825","0.000","0.00","268","0.825 / 194","0.830 / 69"
"08 Mar 2019","AMMB HOLDINGS BHD","AMBANK","4.530","4.460","4.530","4.500","0.000","0.00","34,550","4.490 / 3,439","4.500 / 89"
"08 Mar 2019","AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB)","AMBANK-C10","-","-","-","0.170","0.000","0.00","0","0.000 / 0","0.300 / 30"
"08 Mar 2019","AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB)","AMBANK-C11","-","-","-","0.180","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB)","AMBANK-C12","0.135","0.135","0.135","0.135","-0.015","-10.00","5,084","0.000 / 0","0.000 / 0"
"08 Mar 2019","AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ)","AMBANK-C13","-","-","-","0.095","0.000","0.00","0","0.000 / 0","0.195 / 8"
"08 Mar 2019","ASIA MEDIA GROUP BERHAD","AMEDIA","0.165","0.160","0.175","0.165","0.000","0.00","13,940","0.160 / 2,500","0.165 / 104"
"08 Mar 2019","AMFIRST REITS","AMFIRST","0.535","0.530","0.535","0.530","-0.005","-0.93","664","0.530 / 8","0.535 / 221"
"08 Mar 2019","AMLEX HOLDINGS BERHAD","AMLEX","-","-","-","0.180","0.000","0.00","0","0.010 / 50","0.000 / 0"
"08 Mar 2019","AMCORP PROPERTIES BERHAD","AMPROP","0.515","0.515","0.525","0.520","0.000","0.00","1,242","0.515 / 339","0.520 / 448"
"08 Mar 2019","AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A","AMPROP-PA","0.250","0.245","0.250","0.250","0.000","0.00","12,242","0.250 / 878","0.255 / 4,000"
"08 Mar 2019","AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B","AMPROP-PB","-","-","-","0.580","0.000","0.00","0","0.450 / 50","0.620 / 12"
"08 Mar 2019","AMTEK HOLDINGS BHD","AMTEK","0.310","0.310","0.370","0.370","0.095","34.55","101","0.310 / 100","0.370 / 99"
"08 Mar 2019","AMTEL HOLDINGS BHD","AMTEL","-","-","-","0.665","0.000","0.00","0","0.665 / 257","0.795 / 3"
"08 Mar 2019","AMVERTON BERHAD","AMVERTON","-","-","-","1.020","0.000","0.00","0","1.000 / 1,000","1.050 / 165"
"08 Mar 2019","AMWAY (M) HOLDINGS BHD","AMWAY","6.150","6.140","6.160","6.140","-0.010","-0.16","206","6.140 / 209","6.150 / 2,847"
"08 Mar 2019","ANALABS RESOURCES BHD","ANALABS","1.200","1.200","1.200","1.200","0.000","0.00","40","1.200 / 10","1.230 / 20"
"08 Mar 2019","ANCOM BHD","ANCOM","0.490","0.485","0.490","0.490","-0.005","-1.01","1,375","0.480 / 1,220","0.490 / 330"
"08 Mar 2019","ANCOM LOGISTICS BERHAD","ANCOMLB","0.095","0.095","0.095","0.095","0.005","5.56","518","0.085 / 1,300","0.095 / 827"
"08 Mar 2019","ANN JOO RESOURCES BHD","ANNJOO","1.590","1.580","1.640","1.600","0.010","0.63","21,290","1.590 / 830","1.600 / 4,021"
"08 Mar 2019","ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024","ANNJOO-PA","0.550","0.550","0.550","0.550","0.000","0.00","8","0.550 / 22","0.735 / 160"
"08 Mar 2019","ANZO HOLDINGS BERHAD","ANZO","0.040","0.035","0.040","0.035","-0.005","-12.50","2,280","0.035 / 266,105","0.040 / 50,599"
"08 Mar 2019","ANZO HOLDINGS BERHAD-WARRANTS 2009/2019","ANZO-WA","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 42,680"
"08 Mar 2019","ANZO HOLDINGS BERHAD-WARRANTS 2013/2023","ANZO-WB","-","-","-","0.025","0.000","0.00","0","0.010 / 26,800","0.025 / 700"
"08 Mar 2019","ANZO HOLDINGS BERHAD - WARRANTS 2017/2020","ANZO-WC","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 26,177"
"08 Mar 2019","APB RESOURCES BHD","APB","-","-","-","0.730","0.000","0.00","0","0.710 / 50","0.750 / 62"
"08 Mar 2019","APEX EQUITY HOLDINGS BHD","APEX","1.020","1.020","1.020","1.020","0.010","0.99","40","0.985 / 80","1.020 / 20"
"08 Mar 2019","APFT BERHAD","APFT","-","-","-","0.020","0.000","0.00","0","0.015 / 364,726","0.020 / 78,839"
"08 Mar 2019","APM AUTOMOTIVE HOLDINGS BHD","APM","-","-","-","3.100","0.000","0.00","0","3.100 / 10","3.250 / 59"
"08 Mar 2019","APOLLO FOOD HOLDINGS BHD","APOLLO","3.860","3.860","3.890","3.890","0.010","0.26","40","3.880 / 100","3.900 / 75"
"08 Mar 2019","APPASIA BERHAD","APPASIA","0.090","0.085","0.090","0.085","0.000","0.00","681","0.085 / 1,171","0.090 / 5,421"
"08 Mar 2019","APPASIA BERHAD - WARRANTS A","APPASIA-WA","0.035","0.035","0.035","0.035","0.000","0.00","4,700","0.035 / 5,800","0.040 / 2,200"
"08 Mar 2019","A-RANK BHD","ARANK","0.520","0.515","0.520","0.520","0.005","0.97","468","0.515 / 755","0.530 / 97"
"08 Mar 2019","ARK RESOURCES HOLDINGS BERHAD","ARK","-","-","-","0.500","0.000","0.00","0","0.400 / 100","0.500 / 164"
"08 Mar 2019","ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021","ARK-WB","-","-","-","0.090","0.000","0.00","0","0.020 / 2,059","0.390 / 1"
"08 Mar 2019","BUMI ARMADA BERHAD","ARMADA","0.175","0.165","0.175","0.165","-0.010","-5.71","310,802","0.165 / 145,418","0.170 / 43,173"
"08 Mar 2019","ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB)","ARMADA-C40","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 12,581"
"27 Feb 2019","ARMADA-C42: CW BUMI ARMADA BERHAD (RHB)","ARMADA-C42","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB)","ARMADA-C43","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 27,915"
"01 Mar 2019","ARMADA-C44: CW BUMI ARMADA BERHAD (AM)","ARMADA-C44","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB)","ARMADA-C45","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 47,957"
"08 Mar 2019","ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB)","ARMADA-C46","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 25,840"
"08 Mar 2019","ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ)","ARMADA-C47","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","ARMADA-C48: CW BUMI ARMADA BERHAD (RHB)","ARMADA-C48","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 5,300"
"08 Mar 2019","ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB)","ARMADA-C49","0.005","0.005","0.005","0.005","0.000","0.00","4,200","0.005 / 1,800","0.010 / 1,000"
"08 Mar 2019","ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ)","ARMADA-C50","-","-","-","0.015","0.000","0.00","0","0.010 / 25,000","0.015 / 700"
"08 Mar 2019","AMANAHRAYA REITS","ARREIT","0.850","0.845","0.850","0.850","0.005","0.59","69","0.845 / 318","0.850 / 809"
"08 Mar 2019","ADVANCE SYNERGY BHD","ASB","0.125","0.125","0.130","0.125","0.000","0.00","12,929","0.125 / 22,892","0.130 / 5,990"
"08 Mar 2019","ASDION BHD","ASDION","0.250","0.250","0.260","0.260","0.005","1.96","35,322","0.255 / 2,201","0.260 / 1,291"
"08 Mar 2019","ASDION BERHAD - WARRANTS 2014/2019","ASDION-WB","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","ASIA BRANDS BERHAD","ASIABRN","0.450","0.450","0.490","0.490","0.010","2.08","170","0.470 / 30","0.490 / 60"
"08 Mar 2019","ASIA FILE CORPORATION BHD","ASIAFLE","2.550","2.530","2.550","2.530","-0.070","-2.69","92","2.520 / 35","2.590 / 200"
"08 Mar 2019","ASIAN PAC HOLDINGS BHD","ASIAPAC","0.115","0.115","0.115","0.115","-0.005","-4.17","570","0.115 / 9,625","0.120 / 6,805"
"08 Mar 2019","ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022","ASIAPAC-LC","-","-","-","0.600","0.000","0.00","0","0.580 / 100","0.805 / 30"
"08 Mar 2019","ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022","ASIAPAC-WB","0.035","0.035","0.055","0.055","0.000","0.00","161","0.035 / 1,860","0.055 / 561"
"08 Mar 2019","ASIA POLY HOLDINGS BHD","ASIAPLY","0.075","0.075","0.080","0.080","0.000","0.00","3,915","0.070 / 16,352","0.080 / 5,090"
"08 Mar 2019","ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022","ASIAPLY-PA","0.035","0.035","0.035","0.035","-0.005","-12.50","13,000","0.035 / 10,000","0.040 / 13,670"
"08 Mar 2019","ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020","ASIAPLY-WA","-","-","-","0.020","0.000","0.00","0","0.015 / 10,900","0.020 / 49"
"08 Mar 2019","ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022","ASIAPLY-WB","0.025","0.025","0.025","0.025","0.000","0.00","250","0.025 / 10,588","0.030 / 412"
"08 Mar 2019","ASTINO BHD","ASTINO","0.640","0.640","0.640","0.640","0.000","0.00","135","0.640 / 215","0.655 / 45"
"08 Mar 2019","ASTRO MALAYSIA HOLDINGS BERHAD","ASTRO","1.580","1.580","1.620","1.610","0.030","1.90","13,549","1.600 / 7,380","1.610 / 150"
"08 Mar 2019","ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB)","ASTRO-C10","-","-","-","0.135","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB)","ASTRO-C11","0.115","0.115","0.115","0.115","-0.010","-8.00","2,000","0.000 / 0","0.000 / 0"
"08 Mar 2019","ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ)","ASTRO-C12","0.095","0.095","0.095","0.095","-0.015","-13.64","1,500","0.000 / 0","0.000 / 0"
"08 Mar 2019","ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB)","ASTRO-C13","-","-","-","0.090","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","AT SYSTEMATIZATION BHD","AT","0.045","0.045","0.045","0.045","-0.005","-10.00","1,205","0.045 / 26,725","0.050 / 1,700"
"08 Mar 2019","AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19","AT-WB","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 10,316"
"08 Mar 2019","ATA IMS BERHAD","ATAIMS","1.750","1.680","1.750","1.730","0.000","0.00","3,025","1.720 / 48","1.730 / 1,000"
"08 Mar 2019","ATLAN HOLDINGS BHD","ATLAN","-","-","-","4.380","0.000","0.00","0","4.230 / 5","4.390 / 20"
"08 Mar 2019","ATRIUM REITS","ATRIUM","1.120","1.120","1.130","1.120","0.000","0.00","1,270","1.110 / 1,012","1.120 / 19"
"08 Mar 2019","ATTA GLOBAL GROUP BERHAD","ATTA","0.715","0.660","0.730","0.690","-0.025","-3.50","1,446","0.665 / 70","0.690 / 53"
"08 Mar 2019","ATTA GLOBAL GROUP BERHAD - ICULS 12/22","ATTA-LA","0.090","0.085","0.090","0.085","-0.005","-5.56","11,480","0.080 / 5,025","0.085 / 1"
"08 Mar 2019","ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022","ATTA-PA","-","-","-","0.145","0.000","0.00","0","0.135 / 100","0.145 / 250"
"08 Mar 2019","ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22","ATTA-WB","-","-","-","0.090","0.000","0.00","0","0.080 / 300","0.135 / 127"
"08 Mar 2019","ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024","ATTA-WC","0.095","0.095","0.095","0.095","0.000","0.00","145","0.090 / 700","0.125 / 95"
"08 Mar 2019","ATURMAJU RESOURCES BHD","ATURMJU","0.440","0.400","0.440","0.415","-0.030","-6.74","43,046","0.415 / 65","0.420 / 54"
"08 Mar 2019","ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024","ATURMJU-PA","0.140","0.140","0.150","0.145","0.005","3.57","67,735","0.140 / 684","0.145 / 3,665"
"08 Mar 2019","AVILLION BERHAD","AVI","0.235","0.235","0.245","0.245","0.005","2.08","59","0.240 / 50","0.245 / 174"
"08 Mar 2019","AWC BERHAD","AWC","0.760","0.750","0.765","0.765","0.000","0.00","18,091","0.760 / 3,200","0.765 / 1,155"
"08 Mar 2019","AWC BERHAD - WARRANTS 2018/2023","AWC-WA","0.210","0.205","0.210","0.210","-0.005","-2.33","4,894","0.205 / 2,736","0.210 / 325"
"08 Mar 2019","AXIATA GROUP BERHAD","AXIATA","4.120","4.120","4.190","4.160","-0.030","-0.72","32,038","4.160 / 6,903","4.190 / 3,335"
"08 Mar 2019","AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB)","AXIATA-C28","-","-","-","0.020","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB)","AXIATA-C29","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB)","AXIATA-C30","-","-","-","0.040","0.000","0.00","0","0.000 / 0","0.000 / 0"
"08 Mar 2019","AXIATA-C31: CW AXIATA GROUP BERHAD (AM)","AXIATA-C31","-","-","-","0.040","0.000","0.00","0","0.000 / 0","0.000 / 0"
